id_venda,data_venda,livro,autor,categoria,preco_unitario,quantidade,cliente_id,cidade,forma_pagamento,canal_venda,avaliacao
104,2025-06-08,Clean Code,Robert C. Martin,TECNICO,"R$ 66,83",-3,CLI1054,Rio de Janeiro,Pix,Telefone,3
393,02/04/25,O Hobbit,J.R.R. Tolkien,fantasia,84.33,1,CLI1172,curitiba ,Pix,Loja Física,3
194,2025-09-09,O Alquimista,Paulo Coelho,ficção,"R$ 76,97",5,CLI1181,Belo Horizonte,Cartão de Débito,Telefone,4
591,18-04-2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,"R$75,02",1,CLI1116,Rio De Janeiro,Boleto,Marketplace,5
434,29/01/26,Python Fluente,Luciano Ramalho,Técnico,"R$ 65,08",1,CLI1055,Rio De Janeiro,,Site,4
3,06/11/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$ 46,49",3,CLI1011,Osasco,Cartão de Débito,Site,5
307,2025-10-10,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,,,CLI1139, São Paulo,,Telefone,5
27,20-01-2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao-ficção,"R$75,02",1,CLI1056,RJ,Boleto,Telefone,
228,14/11/25,Clean Code,Robert C. Martin,técnico,39.49,1,CLI1062,rio de janeiro,Pix,Telefone,cinco
72,05-09-2025,O Poder do Hábito,Charles Duhigg,nao ficção,"R$ 79,07",2,CLI1060,salvador,Cartão de Débito,Marketplace,2
354,13/09/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao-ficção,"R$45,90",1,CLI1175,salvador,,Marketplace,2
200,19/01/26,O Poder do Hábito,Charles Duhigg,Não-ficção,"R$ 64,25",1,CLI1177,belo horizonte,Pix,Telefone,5
53,02/08/25,1984,George Orwell,Ficção,89.47,1,CLI1152,RJ,,Loja Física,cinco
338,07-11-2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,"R$48,72",3,CLI1147,osasco,,Loja Física,4
367,06/01/2026,A Menina que Roubava Livros,Markus Zusak,ficcao,59.73,2,CLI1123,Osasco,Boleto,Telefone,5
340,06/11/25,1984,George Orwell,FICÇÃO,"R$ 42,08",2,CLI1069,Osasco,Cartão de Débito,Marketplace,4
329,23/04/2025,O Hobbit,J.R.R. Tolkien,Fantasia,"R$ 37,95",4,CLI1080,S. Paulo,Cartão de Débito,Marketplace,4
268,31/08/25,O Alquimista,Paulo Coelho,ficcao,"R$51,00",1,CLI1052,São Paulo,Cartão de Crédito,Marketplace,3
416,2025-10-14,O Hobbit,J.R.R. Tolkien,Fantasia,"R$45,75",-1,CLI1028,RJ,Pix,Site,5
326,13-01-2026,O Poder do Hábito,Charles Duhigg,nao ficção,"R$48,28",2,CLI1023,OSASCO ,,Marketplace,2
571,06-12-2025,"PAI RICO, PAI POBRE",Robert Kiyosaki,NÃO-FICÇÃO,"R$64,36",5,CLI1087,OSASCO ,Boleto,Telefone,5
25,2025-01-22,Python Fluente,Luciano Ramalho,técnico,"R$60,68",1,CLI1093,Rio de Janeiro,Cartão de Crédito,Marketplace,5
357,15/05/25,O Hobbit,J.R.R. Tolkien,Fantasia,"R$24,72",1,CLI1093,CURITIBA,Cartão de Débito,Site,
227,21/10/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,85.86,1,CLI1185,Osasco,Cartão de Débito,Telefone,4
442,24/02/2025,O Hobbit,J.R.R. Tolkien,FANTASIA,31.85,1,CLI1127,S. Paulo,,Loja Física,2
273,25/06/25,Clean Code,Robert C. Martin,técnico,81.39,1,CLI1029,BH,Cartão de Débito,Telefone,3
500,2025-06-04,Mindset,Carol Dweck,nao ficção,"R$ 34,58",1,CLI1076,curitiba ,Cartão de Débito,Marketplace,
18,01-06-2025,A Revolução dos Bichos,George Orwell,CLASSICO,"R$86,91",5,CLI1014,osasco,,Site,4
545,22/01/2026,Mindset,Carol Dweck,Não-ficção,"R$ 84,76",5,CLI1027,Salvador,,Site,2
111,2025-05-28,Dom Casmurro,Machado de Assis,Clássico,"R$78,35",4,CLI1077,SÃO PAULO,Cartão de Crédito,Site,4
92,20/05/25,Dom Casmurro,Machado de Assis,Clássico,"R$ 72,71",1,CLI1169,sao paulo,Cartão de Débito,Telefone,
533,2025-01-09,Duna,Frank Herbert,ficção científica,"R$ 37,74",1,CLI1189,curitiba ,Cartão de Débito,Loja Física,2
226,2025-02-08,Clean Code,Robert C. Martin,TECNICO,"R$25,78",2,CLI1016, Salvador,Boleto,Telefone,1
558,2025-06-05,A Menina que Roubava Livros,Markus Zusak,ficção,28.14,2,CLI1124, São Paulo,Cartão de Crédito,Loja Física,5
140,24-08-2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,"R$ 56,68",3,CLI1087,OSASCO ,,Marketplace,
347,03-05-2025,Duna,Frank Herbert,ficção científica,,1,CLI1195,salvador,,Marketplace,
489,23-05-2025,Clean Code,Robert C. Martin,Técnico,"R$36,20",4,CLI1151,Rio De Janeiro,Pix,Telefone,cinco
225,2025-02-22,A Menina que Roubava Livros,Markus Zusak,ficcao,"R$79,72",2,CLI1031,Rio de Janeiro,Cartão de Crédito,Site,3
482,10/05/2025,O Alquimista,Paulo Coelho,Ficção,"R$75,41",1,CLI1016,Rio de Janeiro,Pix,Site,1
40,08-08-2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,"R$ 59,41",1,CLI1118,S. Paulo,Boleto,Site,3
87,07/12/2025,Clean Code,Robert C. Martin,técnico,"R$ 70,97",3,CLI1095,belo horizonte,Boleto,Telefone,5
201,01/10/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$64,34",3,CLI1055,Salvador,Cartão de Débito,Loja Física,4
380,26-09-2025,1984,George Orwell,ficção,,2,CLI1110,CURITIBA,Boleto,Loja Física,3
274,23/12/25,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$81,93",1,CLI1040,belo horizonte,Cartão de Crédito,Telefone,1
64,17/09/25,Duna,Frank Herbert,ficção científica,73.99,4,CLI1000,Rio de Janeiro,Pix,Marketplace,5
151,2025-10-09,1984,George Orwell,ficcao,"R$72,24",3,CLI1193,Belo Horizonte,,Loja Física,
91,21-08-2025,O Poder do Hábito,Charles Duhigg,Não-ficção,"R$26,32",2,CLI1040,sao paulo,Pix,Marketplace,5
52,02/09/2025,A Revolução dos Bichos,George Orwell,clássico,"R$32,81",1,CLI1016,belo horizonte,Cartão de Débito,Telefone,2
311,12-07-2025,O Poder do Hábito,Charles Duhigg,NÃO-FICÇÃO,61.04,1,CLI1132,salvador,Cartão de Débito,Marketplace,4
10,02-06-2025,A Revolução dos Bichos,George Orwell,CLASSICO,,1,CLI1155,SÃO PAULO,Boleto,Loja Física,
430,06/01/2025,Duna,Frank Herbert,Ficção Científica,,,CLI1017, Salvador,Cartão de Crédito,Telefone,1
88,30-07-2025,O Poder do Hábito,Charles Duhigg,nao-ficção,58.85,3,CLI1170,SÃO PAULO,Cartão de Débito,Site,5
83,15/01/26,O Alquimista,Paulo Coelho,FICÇÃO,21.00,2,CLI1134,Osasco,Cartão de Crédito,Site,4
431,30/01/2025,Clean Code,Robert C. Martin,técnico,"R$33,42",1,CLI1168,RJ,Boleto,Site,cinco
296,2026-01-31,Sapiens,Yuval Noah Harari,Não-ficção,"R$86,27",1,CLI1136,OSASCO ,Cartão de Crédito,Site,
577,07-08-2025,Duna,Frank Herbert,FICCAO CIENTIFICA,,-5,CLI1082, Salvador,Cartão de Débito,Telefone,1
242,16/04/25,Dom Casmurro,Machado de Assis,CLASSICO,61.92,2,CLI1163,OSASCO ,Pix,Site,3
585,2025-11-30,Sapiens,Yuval Noah Harari,Não-ficção,"R$28,84",4,CLI1079,Rio de Janeiro,,Loja Física,5
225,2025-02-22,A Menina que Roubava Livros,Markus Zusak,ficcao,"R$79,72",2,CLI1031,Rio de Janeiro,Cartão de Crédito,Site,3
366,24-08-2025,Sapiens,Yuval Noah Harari,NÃO-FICÇÃO,"R$ 84,24",1,CLI1039,Osasco,Boleto,Marketplace,5
517,2026-02-05,O Hobbit,J.R.R. Tolkien,Fantasia,"R$ 35,61",2,CLI1073,salvador,Cartão de Débito,Telefone,5
547,10/07/25,O Poder do Hábito,Charles Duhigg,nao ficção,"R$ 43,79",1,CLI1092,sao paulo,Boleto,Loja Física,4
523,19/01/25,A Revolução dos Bichos,George Orwell,Clássico,"R$33,12",1,CLI1066,Rio De Janeiro,Boleto,Telefone,
43,25/02/25,1984,George Orwell,Ficção,"R$ 74,35",1,CLI1006,CURITIBA,Pix,Telefone,cinco
35,26/08/25,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,"R$37,34",1,CLI1143,Belo Horizonte,,Marketplace,
498,27-01-2026,Dom Casmurro,Machado de Assis,CLASSICO,"R$ 67,16",3,CLI1042,Belo Horizonte,,Marketplace,5
249,19-06-2025,1984,George Orwell,ficção,"R$63,18",4,CLI1012,osasco,Cartão de Débito,Marketplace,4
238,31/07/2025,A Menina que Roubava Livros,Markus Zusak,Ficção,"R$46,92",4,CLI1096,São Paulo,Pix,Telefone,
499,21/10/2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,"R$ 40,01",1,CLI1057, São Paulo,,Site,4
344,2025-11-24,1984,George Orwell,ficcao,64.07,4,CLI1079,CURITIBA,Pix,Telefone,
168,2025-12-09,1984,George Orwell,Ficção,"R$ 56,58",1,CLI1195,CURITIBA,Cartão de Crédito,Telefone,1
70,2025-07-15,1984,George Orwell,ficção,"R$31,80",1,CLI1174,Rio De Janeiro,Boleto,Telefone,cinco
557,18/01/26,Duna,Frank Herbert,Ficção Científica,68.51,5,CLI1143,CURITIBA,Pix,Site,3
364,2025-07-31,Python Fluente,Luciano Ramalho,TECNICO,,,CLI1185,osasco,Pix,Loja Física,4
583,14-11-2025,Mindset,Carol Dweck,nao ficção,"R$ 52,39",4,CLI1086,S. Paulo,Cartão de Crédito,Telefone,2
129,07/02/25,A Menina que Roubava Livros,Markus Zusak,ficcao,37.04,4,CLI1040,salvador,Cartão de Débito,Telefone,1
6,02/02/26,Python Fluente,Luciano Ramalho,TECNICO,"R$ 35,27",3,CLI1058, Salvador,Cartão de Crédito,Marketplace,1
20,2025-04-15,Mindset,Carol Dweck,Não-ficção,"R$ 49,25",3,CLI1061,Curitiba,Pix,Telefone,5
593,17/06/25,O Alquimista,Paulo Coelho,ficção,"R$ 79,71",2,CLI1013,CURITIBA,Pix,Loja Física,4
100,14-01-2026,O Hobbit,J.R.R. Tolkien,FANTASIA,,5,CLI1115, São Paulo,,Loja Física,1
439,31-10-2025,A Revolução dos Bichos,George Orwell,Clássico,"R$22,40",1,CLI1125,Salvador,Cartão de Débito,Site,4
205,05/08/25,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,"R$68,59",1,CLI1122,Belo Horizonte,Cartão de Crédito,Loja Física,3
382,2025-01-14,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,"R$ 74,44",1,CLI1157,salvador,Pix,Loja Física,cinco
579,18/06/25,Mindset,Carol Dweck,nao ficção,"R$ 86,94",2,CLI1016,sao paulo,Cartão de Crédito,Site,5
196,22-02-2025,Clean Code,Robert C. Martin,TECNICO,"R$50,80",2,CLI1076,Curitiba,Cartão de Crédito,Telefone,4
505,29/01/2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,79.58,5,CLI1080,Curitiba,,Marketplace,2
384,03-02-2025,O Poder do Hábito,Charles Duhigg,nao ficção,"R$35,48",2,CLI1112,SÃO PAULO,,Telefone,3
346,04/01/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$ 73,51",2,CLI1095,belo horizonte,Boleto,Telefone,
395,25/02/25,A Menina que Roubava Livros,Markus Zusak,ficcao,"R$56,63",2,CLI1186,OSASCO ,,Site,cinco
328,16/10/25,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,"R$37,41",5,CLI1197,OSASCO ,Boleto,Marketplace,
38,27/10/25,A REVOLUÇÃO DOS BICHOS,George Orwell,Clássico,78.20,4,CLI1195,Belo Horizonte,,Telefone,1
14,2025-09-06,Sapiens,Yuval Noah Harari,NÃO-FICÇÃO,"R$24,86",2,CLI1138,São Paulo,Boleto,Telefone,4
237,2025-12-10,Sapiens,Yuval Noah Harari,nao-ficção,"R$ 64,43",1,CLI1114,osasco,Cartão de Crédito,Marketplace,5
23,21/11/2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,62.24,3,CLI1129,RJ,Cartão de Débito,Marketplace,5
260,21-06-2025,Duna,Frank Herbert,FICCAO CIENTIFICA,"R$73,30",1,CLI1056,OSASCO ,Pix,Loja Física,2
600,2025-09-20,Clean Code,Robert C. Martin,TECNICO,,1,CLI1101,belo horizonte,Boleto,Loja Física,3
130,08-03-2025,1984,George Orwell,FICÇÃO,"R$ 71,29",3,CLI1131,OSASCO ,,Site,5
85,2025-02-11,O Poder do Hábito,Charles Duhigg,nao ficção,"R$69,77",5,CLI1155,Salvador,Boleto,Site,5
231,2025-04-23,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,,,CLI1099,RJ,Pix,Loja Física,cinco
420,07/10/25,Mindset,Carol Dweck,nao-ficção,"R$ 69,75",2,CLI1093,BH,Cartão de Crédito,Site,cinco
334,15-05-2025,Sapiens,Yuval Noah Harari,Não-ficção,,,CLI1068,BH,Cartão de Débito,Marketplace,4
108,22-09-2025,1984,George Orwell,ficcao,,1,CLI1072,Osasco,Cartão de Crédito,Loja Física,2
79,08/01/26,Dom Casmurro,Machado de Assis,clássico,"R$ 51,66",4,CLI1106,rio de janeiro,Cartão de Crédito,Telefone,3
16,23/05/2025,Dom Casmurro,Machado de Assis,Clássico,"R$57,44",1,CLI1063,rio de janeiro,Cartão de Crédito,Telefone,
125,2025-06-12,A Revolução dos Bichos,George Orwell,clássico,"R$77,53",1,CLI1115,curitiba ,Cartão de Débito,Marketplace,2
422,01-10-2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,"R$41,77",1,CLI1120, São Paulo,Cartão de Débito,Telefone,1
506,20/10/25,Clean Code,Robert C. Martin,Técnico,"R$ 47,68",1,CLI1030, Salvador,,Marketplace,
223,28/07/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao-ficção,"R$ 27,30",5,CLI1137,Curitiba,Pix,Loja Física,2
69,22/12/2025,Sapiens,Yuval Noah Harari,nao ficção,88.38,1,CLI1007,Salvador,Cartão de Crédito,Marketplace,5
587,03/08/2025,Duna,Frank Herbert,FICCAO CIENTIFICA,"R$43,08",3,CLI1041,BH,Cartão de Crédito,Telefone,5
281,24/01/2025,O Alquimista,Paulo Coelho,FICÇÃO,"R$ 58,24",3,CLI1126,osasco,Boleto,Telefone,3
162,10-03-2025,Duna,Frank Herbert,Ficção Científica,"R$59,27",4,CLI1062,Rio De Janeiro,Pix,Loja Física,4
246,11-08-2025,1984,George Orwell,ficção,"R$22,89",1,CLI1160,rio de janeiro,Boleto,Marketplace,4
45,2025-07-05,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,"R$77,46",1,CLI1181,Osasco,Boleto,Telefone,
403,14-09-2025,Clean Code,Robert C. Martin,Técnico,"R$ 50,96",1,CLI1048,sao paulo,Pix,Telefone,3
98,16-10-2025,Mindset,Carol Dweck,nao-ficção,"R$ 86,49",5,CLI1114,Rio de Janeiro,,Marketplace,cinco
188,2025-06-25,Duna,Frank Herbert,Ficção Científica,40.92,-1,CLI1173,belo horizonte,Boleto,Loja Física,2
394,24/01/26,O Alquimista,Paulo Coelho,FICÇÃO,"R$45,70",4,CLI1140,SÃO PAULO,Cartão de Crédito,Marketplace,4
469,13-11-2025,Python Fluente,Luciano Ramalho,TECNICO,"R$58,47",-2,CLI1114,sao paulo,Pix,Site,4
563,28/12/25,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,39.15,2,CLI1113,Curitiba,Cartão de Crédito,Marketplace,cinco
184,01-10-2025,Duna,Frank Herbert,Ficção Científica,"R$51,33",5,CLI1177,belo horizonte,Cartão de Débito,Site,
256,04-01-2025,Clean Code,Robert C. Martin,Técnico,52.57,4,CLI1169,belo horizonte,Pix,Marketplace,
426,21/01/26,Clean Code,Robert C. Martin,TECNICO,"R$ 85,28",1,CLI1197,sao paulo,Cartão de Débito,Loja Física,4
180,07/05/25,A Menina que Roubava Livros,Markus Zusak,ficcao,74.69,3,CLI1152,belo horizonte,,Loja Física,
576,2025-03-07,Mindset,Carol Dweck,nao-ficção,"R$ 24,48",1,CLI1145, Salvador,Boleto,Marketplace,5
305,04/07/25,1984,George Orwell,ficção,"R$74,90",4,CLI1173,SÃO PAULO,Pix,Telefone,3
356,08-09-2025,Python Fluente,Luciano Ramalho,TECNICO,"R$ 50,53",2,CLI1145,S. Paulo,Boleto,Marketplace,4
468,22-01-2026,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,"R$40,59",2,CLI1170,OSASCO ,Boleto,Telefone,cinco
295,30/01/26,Dom Casmurro,Machado de Assis,CLASSICO,"R$70,58",1,CLI1131,belo horizonte,,Telefone,5
94,09-08-2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,NÃO-FICÇÃO,"R$42,87",1,CLI1033,RJ,Cartão de Débito,Loja Física,3
41,11-02-2025,Clean Code,Robert C. Martin,técnico,"R$ 72,54",4,CLI1004,osasco,,Site,
474,05/06/2025,A Menina que Roubava Livros,Markus Zusak,Ficção,"R$ 77,50",2,CLI1143,curitiba ,Cartão de Débito,Loja Física,
472,08/01/2026,Dom Casmurro,Machado de Assis,CLASSICO,89.38,5,CLI1186,Rio De Janeiro,Cartão de Débito,Loja Física,4
503,12/05/2025,Dom Casmurro,Machado de Assis,clássico,"R$ 38,59",2,CLI1060,Salvador,Cartão de Débito,Loja Física,cinco
175,11-11-2025,O Alquimista,Paulo Coelho,ficção,78.61,3,CLI1101,S. Paulo,Pix,Site,cinco
539,2025-07-24,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,,2,CLI1131,salvador,,Telefone,
253,01-11-2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,"R$67,58",2,CLI1045,BH,Cartão de Débito,Marketplace,
409,24/12/25,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,"R$59,65",1,CLI1024,Curitiba,Cartão de Débito,Marketplace,
358,2025-10-03,Mindset,Carol Dweck,nao-ficção,42.35,1,CLI1048,OSASCO ,,Telefone,4
457,09/07/25,O Alquimista,Paulo Coelho,ficção,81.09,4,CLI1180,belo horizonte,Cartão de Crédito,Site,
147,2025-02-27,HARRY POTTER E A PEDRA FILOSOFAL,J.K. Rowling,Fantasia,79.47,5,CLI1041,curitiba ,Cartão de Débito,Marketplace,5
8,12/03/2025,Duna,Frank Herbert,FICCAO CIENTIFICA,"R$ 47,86",2,CLI1126,curitiba ,Cartão de Crédito,Site,
207,14-02-2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,63.03,5,CLI1035,Salvador,Cartão de Crédito,Telefone,2
283,2025-08-10,Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,"R$ 57,03",1,CLI1123,Rio De Janeiro,,Loja Física,cinco
470,17/08/25,Mindset,Carol Dweck,NÃO-FICÇÃO,"R$33,60",1,CLI1131,Curitiba,Cartão de Débito,Loja Física,2
515,28/11/25,1984,George Orwell,ficção,"R$21,35",1,CLI1160,belo horizonte,Boleto,Site,cinco
208,2025-12-20,1984,George Orwell,Ficção,"R$ 37,27",2,CLI1168,RJ,Pix,Loja Física,1
564,12/06/2025,Python Fluente,Luciano Ramalho,técnico,"R$ 32,54",1,CLI1065,SÃO PAULO,Cartão de Crédito,Site,4
163,2025-07-13,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$70,62",2,CLI1154,Osasco,Cartão de Crédito,Site,cinco
161,2025-07-12,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,68.64,4,CLI1193,BH,,Telefone,3
443,20/04/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$ 42,60",1,CLI1151, Salvador,Boleto,Marketplace,1
318,24/12/25,Mindset,Carol Dweck,nao ficção,"R$56,44",3,CLI1109,Curitiba,Boleto,Telefone,
589,14/08/2025,Clean Code,Robert C. Martin,técnico,"R$ 22,00",1,CLI1161,São Paulo,,Marketplace,4
134,2026-01-27,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,40.10,4,CLI1071,RJ,,Site,
212,12/08/25,Sapiens,Yuval Noah Harari,nao ficção,"R$60,95",1,CLI1014,RJ,Boleto,Site,4
399,23/06/25,O Poder do Hábito,Charles Duhigg,Não-ficção,78.14,2,CLI1121, Salvador,Cartão de Crédito,Loja Física,
71,13-12-2025,A Revolução dos Bichos,George Orwell,Clássico,"R$ 82,82",5,CLI1040,OSASCO ,Cartão de Crédito,Telefone,
490,09/05/2025,O Poder do Hábito,Charles Duhigg,NÃO-FICÇÃO,"R$ 30,22",5,CLI1127,BH,Boleto,Loja Física,
429,20/02/25,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$79,98",3,CLI1167,BH,,Telefone,5
550,24/05/25,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,"R$41,86",-3,CLI1156,OSASCO ,Boleto,Telefone,
133,09-08-2025,Python Fluente,Luciano Ramalho,técnico,"R$ 39,90",1,CLI1067, Salvador,Pix,Telefone,3
114,2026-01-11,O Poder do Hábito,Charles Duhigg,Não-ficção,,1,CLI1197,osasco,,Marketplace,2
161,2025-07-12,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,68.64,4,CLI1193,BH,,Telefone,3
214,08/08/2025,O Hobbit,J.R.R. Tolkien,Fantasia,,1,CLI1134,OSASCO ,Cartão de Crédito,Marketplace,5
421,10/02/25,A Revolução dos Bichos,George Orwell,Clássico,"R$71,01",2,CLI1156,Salvador,Cartão de Crédito,Loja Física,
335,20-10-2025,O Poder do Hábito,Charles Duhigg,NÃO-FICÇÃO,"R$79,70",2,CLI1147,salvador,Boleto,Site,3
283,2025-08-10,Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,"R$ 57,03",1,CLI1123,Rio De Janeiro,,Loja Física,cinco
12,07-11-2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao-ficção,"R$66,08",1,CLI1054,Curitiba,,Loja Física,4
531,27/09/25,O Alquimista,Paulo Coelho,ficcao,"R$67,25",1,CLI1021,curitiba ,Pix,Telefone,
378,16-01-2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,"R$37,94",4,CLI1071,Osasco,Boleto,Loja Física,
59,29/08/2025,Python Fluente,Luciano Ramalho,TECNICO,50.41,5,CLI1104,Osasco,Pix,Marketplace,5
466,2025-12-29,Clean Code,Robert C. Martin,técnico,,1,CLI1170,Curitiba,Pix,Marketplace,1
592,09/04/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$ 28,19",1,CLI1096,curitiba ,Pix,Marketplace,
537,12/08/25,O Alquimista,Paulo Coelho,Ficção,34.55,1,CLI1048,Salvador,Cartão de Crédito,Marketplace,
299,07-02-2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,"R$ 72,82",1,CLI1128, São Paulo,Cartão de Crédito,Marketplace,5
239,18/01/2025,Mindset,Carol Dweck,nao-ficção,"R$ 31,29",1,CLI1005, Salvador,Pix,Marketplace,5
211,02/10/2025,A Menina que Roubava Livros,Markus Zusak,ficcao,,4,CLI1157, Salvador,Boleto,Marketplace,
291,08-03-2025,1984,George Orwell,ficcao,"R$22,74",2,CLI1149,Rio de Janeiro,Pix,Site,3
220,31/01/2025,Duna,Frank Herbert,Ficção Científica,"R$34,26",2,CLI1182,salvador,Pix,Site,3
72,05-09-2025,O Poder do Hábito,Charles Duhigg,nao ficção,"R$ 79,07",2,CLI1060,salvador,Cartão de Débito,Marketplace,2
204,16/02/2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,"R$ 63,69",2,CLI1000,Rio de Janeiro,Boleto,Telefone,2
192,2025-12-22,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,36.60,1,CLI1130,RJ,Cartão de Débito,Telefone,3
28,31-01-2026,Sapiens,Yuval Noah Harari,nao-ficção,"R$ 47,79",2,CLI1089,Rio de Janeiro,,Telefone,5
501,22/09/25,Harry Potter e a Pedra Filosofal,J.K. Rowling,FANTASIA,"R$32,54",1,CLI1147,BH,Cartão de Débito,Loja Física,3
66,06-12-2025,Clean Code,Robert C. Martin,TECNICO,"R$83,84",4,CLI1126,salvador,Cartão de Crédito,Loja Física,3
182,2025-05-24,O Poder do Hábito,Charles Duhigg,nao ficção,"R$87,64",2,CLI1093,osasco,Cartão de Crédito,Loja Física,4
567,2025-04-30,Clean Code,Robert C. Martin,técnico,"R$24,48",1,CLI1068,BH,,Site,1
107,2025-05-25,"Pai Rico, Pai Pobre",Robert Kiyosaki,NÃO-FICÇÃO,"R$67,38",5,CLI1128,Belo Horizonte,,Telefone,4
176,13-11-2025,Sapiens,Yuval Noah Harari,nao ficção,"R$50,13",4,CLI1063,OSASCO ,Cartão de Crédito,Site,5
96,29-10-2025,1984,George Orwell,FICÇÃO,"R$ 26,07",1,CLI1134,curitiba ,Cartão de Crédito,Telefone,4
312,2025-11-26,Mindset,Carol Dweck,nao-ficção,"R$50,69",2,CLI1054, São Paulo,Boleto,Loja Física,5
463,02/02/25,1984,George Orwell,ficcao,"R$50,97",1,CLI1059,belo horizonte,,Marketplace,1
584,06/03/25,O Alquimista,Paulo Coelho,Ficção,61.40,2,CLI1065,CURITIBA,Pix,Telefone,
337,11-05-2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,26.83,1,CLI1161,Curitiba,Cartão de Crédito,Telefone,
112,22/10/25,A REVOLUÇÃO DOS BICHOS,George Orwell,clássico,61.67,1,CLI1183,São Paulo,Boleto,Marketplace,4
487,28/07/25,A Revolução dos Bichos,George Orwell,clássico,67.99,5,CLI1109,CURITIBA,Boleto,Site,5
193,08/09/25,A Revolução dos Bichos,George Orwell,CLASSICO,"R$84,24",1,CLI1035, Salvador,Boleto,Marketplace,5
396,22/10/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$ 62,52",3,CLI1090,salvador,Boleto,Telefone,cinco
548,15/08/2025,O Poder do Hábito,Charles Duhigg,nao ficção,86.53,3,CLI1197,belo horizonte,Cartão de Crédito,Site,3
66,06-12-2025,Clean Code,Robert C. Martin,TECNICO,"R$83,84",4,CLI1126,salvador,Cartão de Crédito,Loja Física,3
231,2025-04-23,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,77.04,1,CLI1099,RJ,Pix,Loja Física,cinco
210,04/02/2025,O Poder do Hábito,Charles Duhigg,nao-ficção,73.29,-1,CLI1067,OSASCO ,Boleto,Site,1
391,04/12/2025,A Revolução dos Bichos,George Orwell,CLASSICO,"R$ 81,69",2,CLI1116,Curitiba,Cartão de Débito,Telefone,
401,2025-07-12,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao-ficção,"R$39,53",1,CLI1042,Osasco,,Telefone,
588,29/01/26,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,"R$63,57",2,CLI1189,rio de janeiro,Cartão de Débito,Loja Física,5
157,2025-05-07,A Revolução dos Bichos,George Orwell,CLASSICO,"R$49,59",4,CLI1088, Salvador,Boleto,Marketplace,
339,16/03/25,A Revolução dos Bichos,George Orwell,Clássico,"R$ 46,57",2,CLI1163,salvador,Pix,Telefone,3
